Row,sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,Main1,Main2,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan,IVSO_prop,IVSOint,Superfamily,Order,Family,Genus
486,pop,Macaca_maura,Moor Macaque,"Karaenta Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,9.72,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
487,pop,Macaca_maura,Moor Macaque,"Bantimurung-Bulusaraung National Park, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,none,FFMM,FFMM,1,groups,ff,yes,BOTH,9.72,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
488,sp,Macaca_mulatta,Rhesus Macaque, ,Forest_Wetland_Grassland_Artificial_Shrubland_Rocky,1,1,both,4,Diurnal,8,NA,NA,NA,NA,NA,NA,1,NA,45,NA,NA,NA,NA,NA,NA,24,46,NA,none,FFMM,FFMM,0.97826087,groups,ff,yes,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02173913,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
489,pop,Macaca_mulatta,Rhesus Macaque,"Cayo Santiago, Puerto Rico",Forest,0,1,closed,1,Diurnal,8,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,27,14,none,FFMM,FFMM,1,groups,ff,yes,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
490,pop,Macaca_mulatta,Rhesus Macaque,"La Cueva, Puerto Rico",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,none,FFMM,FFMM,0.666666667,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
491,pop,Macaca_mulatta,Rhesus Macaque,"Silver Springs State Park, Florida",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
492,pop,Macaca_mulatta,Rhesus Macaque,"Borme,  Bengladesh",Grassland_Artificial,1,0,open,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
493,pop,Macaca_mulatta,Rhesus Macaque,"Shimla, Himachal Padresh",Artificial,0,0,,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
494,pop,Macaca_mulatta,Rhesus Macaque,"Dhaka, Bengladesh",Artificial,0,0,,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
495,pop,Macaca_mulatta,Rhesus Macaque,"Neilingding National Nature Reserve, China",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
496,pop,Macaca_mulatta,Rhesus Macaque,"Henan Taihangshan Macaque National Nature Reserve, China",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
497,pop,Macaca_mulatta,Rhesus Macaque,"Tughlaqabad, India",Artificial_Shrubland_Grassland_Rocky,1,0,open,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,1,none,FFMM,FFMM,1,groups,ff,yes,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
498,pop,Macaca_mulatta,Rhesus Macaque,"Chakia Forest, Uttar Pradesh",Forest_Artificial,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
499,sp,Macaca_munzala,Arunachal Macaque, ,Grassland_Shrubland_Forest,1,1,both,3,Diurnal,2,NA,NA,NA,NA,NA,NA,4,NA,35,NA,NA,NA,NA,NA,NA,4,39,NA,both,FFMM,FFMM,0.897435897,groups,one,none,BOTH,15,NA,NA,NA,NA,NA,11.4,NA,39.4,3.3,NA,NA,NA,NA,NA,NA,0.102564103,4,Cercopithecoidea,Primates,Cercopithecidae,Macaca
500,pop,Macaca_munzala,Arunachal Macaque,"Tawang District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal,2,NA,NA,NA,NA,NA,NA,1,NA,16,NA,NA,NA,NA,NA,NA,NA,17,4,wp,FFMM,FFMM,0.941176471,groups,one,none,BOTH,15,NA,NA,NA,NA,NA,11.4,NA,39.4,3.3,NA,NA,NA,NA,NA,NA,0.058823529,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
501,pop,Macaca_munzala,Arunachal Macaque,"Kameng District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,1,wp,FFMM,FFMM,0.833333333,groups,one,none,BOTH,15,NA,NA,NA,NA,NA,11.4,NA,39.4,3.3,NA,NA,NA,NA,NA,NA,0.166666667,1,Cercopithecoidea,Primates,Cercopithecidae,Macaca
502,pop,Macaca_munzala,Arunachal Macaque,"Changlang District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,1,none,FFMM,FFMM,1,groups,one,none,BOTH,15,NA,NA,NA,NA,NA,11.4,NA,39.4,3.3,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
503,pop,Macaca_munzala,Arunachal Macaque,"Lohit District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,9,1,wp,FFMM,FFMM,0.777777778,groups,one,none,BOTH,15,NA,NA,NA,NA,NA,11.4,NA,39.4,3.3,NA,NA,NA,NA,NA,NA,0.222222222,1,Cercopithecoidea,Primates,Cercopithecidae,Macaca
504,sp,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque, ,Forest_Wetland_Rocky,1,1,both,2,Diurnal,10,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2,3,NA,both,FFMM,FFMM,0.666666667,groups,one,yes,BOTH,11.2,6.59,8.89,NA,NA,NA,74.6,NA,8.9,1.1,12.6,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
505,pop,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque,"Segari Melintang Forest Reserve, Peninsular Malaysia",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,yes,BOTH,11.2,6.59,8.89,NA,NA,NA,74.6,NA,8.9,1.1,12.6,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
506,pop,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque,"Mount Kerici, Indonesia",Forest_Rocky,1,1,both,2,Diurnal,10,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MFF,FFMM,0.5,groups,one,none,BOTH,11.2,6.59,8.89,NA,NA,NA,74.6,NA,8.9,1.1,12.6,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Macaca
507,sp,Macaca_nigra,Crested black Macaque, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,8,NA,none,FFMM,FFMM,1,groups,one,none,T,9.89,5.47,7.68,NA,NA,NA,65.05,2.4,NA,NA,32,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
508,pop,Macaca_nigra,Crested black Macaque,"Tangkoko Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,3,none,FFMM,FFMM,1,groups,one,none,T,9.89,5.47,7.68,NA,NA,NA,65.05,2.4,NA,NA,32,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
512,sp,Macaca_radiata,Bonnet Macaque, ,Forest_Rocky_Artifical_Grassland,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,4,NA,65,1,NA,NA,NA,NA,NA,12,69,NA,both,FFMM,FFMM,0.942028986,groups,ff,yes,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0.057971014,3,Cercopithecoidea,Primates,Cercopithecidae,Macaca
513,pop,Macaca_radiata,Bonnet Macaque,"Ghats, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,3,none,FFMM,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
514,pop,Macaca_radiata,Bonnet Macaque,"Mysore, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,3,NA,31,NA,NA,NA,NA,NA,NA,NA,34,4,wp,FFMM,FFMM,0.911764706,groups,one,yes,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0.088235294,2,Cercopithecoidea,Primates,Cercopithecidae,Macaca
515,pop,Macaca_radiata,Bonnet Macaque,"Indira Gandhi Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,2,wp,FFMM,FFMM,0.8,groups,ff,yes,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0.2,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
516,pop,Macaca_radiata,Bonnet Macaque,"Chamundi Temple, India",Rocky_Forest_Artificial,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,none,FFMM,FFMM,1,groups, ,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
517,pop,Macaca_radiata,Bonnet Macaque,"Bangalore, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,2,none,FFMM,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
518,pop,Macaca_radiata,Bonnet Macaque,"Kalakad Mundanthurai Tiger Reserve, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,none,FFMM,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
519,pop,Macaca_radiata,Bonnet Macaque,"Mudumalai Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
520,pop,Macaca_radiata,Bonnet Macaque,"Anaimalai Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
521,pop,Macaca_radiata,Bonnet Macaque,"Dharwar, India",Forest_Grassland_Artificial,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,1,none,FFMM,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14,NA,NA,NA,47.9,6,26.7,10.2,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
522,sp,Macaca_siberu,Siberut Macaque, , ,0,0,,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,none,FFMM,FFMM,1,groups,one,none,AR,7.5,5.25,6.165,NA,NA,0.304055916,75.5,NA,4.4,0.2,11.9,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
523,pop,Macaca_siberu,Siberut Macaque,"Siberut Island, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,AR,7.5,5.25,6.165,NA,NA,0.304055916,75.5,NA,4.4,0.2,11.9,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
524,sp,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,7,NA,15,NA,NA,NA,NA,NA,NA,5,22,NA,wp,FFMM,FFMM,0.681818182,groups,one,none,AR,8.9,6.1,NA,NA,NA,NA,61.9,31,7.1,NA,NA,NA,NA,NA,NA,NA,0.318181818,6,Cercopithecoidea,Primates,Cercopithecidae,Macaca
525,pop,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque,"Ghats, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,5,NA,11,NA,NA,NA,NA,NA,NA,NA,16,4,wp,FFMM,FFMM,0.6875,groups,one,none,AR,8.9,6.1,NA,NA,NA,NA,61.9,31,7.1,NA,NA,NA,NA,NA,NA,NA,0.3125,5,Cercopithecoidea,Primates,Cercopithecidae,Macaca
526,pop,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque,"Indira Gandhi Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,6,1,wp,FFMM,FFMM,0.666666667,groups,one,none,AR,8.9,6.1,NA,NA,NA,NA,61.9,31,7.1,NA,NA,NA,NA,NA,NA,NA,0.333333333,1,Cercopithecoidea,Primates,Cercopithecidae,Macaca
527,sp,Macaca_sinica,Toque Macaque, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,none,FFMM,FFMM,1,groups,ff,none,AR,5.66,3.3,4.48,NA,NA,NA,66,1,11,1,5,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
528,pop,Macaca_sinica,Toque Macaque,"Poionnaruwa, Sri Lanka",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,ff,none,AR,5.66,3.3,4.48,NA,NA,NA,66,1,11,1,5,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
529,sp,Macaca_sylvanus,Barbary Macaques, ,Forest,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,3,1,151,NA,NA,NA,NA,NA,NA,7,155,NA,both,FFMM,FFMM,0.974193548,groups,ff,yes,BOTH,16,11,13.5,NA,NA,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0.025806452,4,Cercopithecoidea,Primates,Cercopithecidae,Macaca
530,pop,Macaca_sylvanus,Barbary Macaques,"Ifrane National Park, Middle Atlas Mountain, Morroco",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,4,none,FFMM,FFMM,1,groups,one,none,BOTH,16,11,13.5,NA,NA,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
531,pop,Macaca_sylvanus,Barbary Macaques,"Upper Rock, Gibraltar",Rocky_Grassland,1,0,open,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,yes,BOTH,16,11,13.5,NA,NA,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
532,pop,Macaca_sylvanus,Barbary Macaques,"Djurdjura National Park, Algeria",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,1,138,NA,NA,NA,NA,NA,NA,NA,141,1,wp,FFMM,FFMM,0.978723404,groups,ff,none,BOTH,16,11,13.5,NA,NA,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0.021276596,3,Cercopithecoidea,Primates,Cercopithecidae,Macaca
533,pop,Macaca_sylvanus,Barbary Macaques,"Ghomaran, Morocco",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,1,wp,FFMM,FFMM,0.833333333,groups,ff,none,BOTH,16,11,13.5,NA,NA,NA,33,NA,16,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,Cercopithecoidea,Primates,Cercopithecidae,Macaca
534,sp,Macaca_thibetana,Tibetan Macaques, ,Grassland_Rocky,1,0,open,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,13,24,NA,none,FFMM,FFMM,1,groups,ff,yes,T,18.3,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
535,pop,Macaca_thibetana,Tibetan Macaques,"Mount Huangshan National Reserve, China",Grassland_Rocky,1,0,open,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,18,10,none,FFMM,FFMM,1,groups,ff,yes,T,18.3,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
536,pop,Macaca_thibetana,Tibetan Macaques,"Mount Emei, China",Grassland_Rocky,1,0,open,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,3,none,FFMM,FFMM,1,groups,one,none,T,18.3,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
537,sp,Macaca_tonkeana,Tonkean Macaque, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,none,FFMM,FFMM,1,groups,one,none,BOTH,14.9,9,NA,NA,NA,NA,74.7,NA,6,0.8,10.1,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
538,pop,Macaca_tonkeana,Tonkean Macaque,"Lore Lindu National Park, Indonesia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,BOTH,14.9,9,NA,NA,NA,NA,74.7,NA,6,0.8,10.1,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Macaca
539,sp,Mandrillus_leucophaeus,Drill, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,3,NA,wp,FFMM,FFMM,0.666666667,groups,ff,yes,BOTH,20.75,9.25,20.375,NA,NA,7.601397898,38.7,NA,NA,NA,70,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Mandrillus
540,pop,Mandrillus_leucophaeus,Drill,"Korup National Park, Nigeria",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,wp,FFMM,FFMM,0.666666667,groups,ff,yes,BOTH,20.75,9.25,20.375,NA,NA,7.601397898,38.7,NA,NA,NA,70,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Mandrillus
541,sp,Mandrillus_sphinx,Mandrill, ,Forest_Savanna,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,both,FFMM,FFMM,0.833333333,groups,one,none,AR,34.4,12.8,23.6,NA,NA,NA,88,NA,5,NA,5,NA,NA,NA,NA,NA,0.166666667,1,Cercopithecoidea,Primates,Cercopithecidae,Mandrillus
542,pop,Mandrillus_sphinx,Mandrill,"Bakoumba, Gabon",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,none,FFMM,FFMM,1,groups,one,none,AR,34.4,12.8,23.6,NA,NA,NA,88,NA,5,NA,5,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Mandrillus
543,pop,Mandrillus_sphinx,Mandrill,"Lopé Reserve, Gabon",Forest_Savanna,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,none,FFMM,FFMM,1,groups,one,none,AR,34.4,12.8,23.6,NA,NA,NA,88,NA,5,NA,5,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Mandrillus
544,pop,Mandrillus_sphinx,Mandrill,"Campo, Cameroon",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,4,1,wp,FFMM,FFMM,0.75,groups,one,none,AR,34.4,12.8,23.6,NA,NA,NA,88,NA,5,NA,5,NA,NA,NA,NA,NA,0.25,1,Cercopithecoidea,Primates,Cercopithecidae,Mandrillus
546,sp,Mico_argentatus,Silvery Marmoset, ,Forest_Wetland_Savanna,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,2,1,NA,NA,NA,1,6,NA,wp,MF,MF,0.666666667,groups,one,none,AR,0.33,0.36,0.35,NA,NA,NA,42.87,NA,NA,NA,7.28,NA,NA,NA,NA,NA,0.333333333,1,Ceboidea,Primates,Cebidae,Mico
547,pop,Mico_argentatus,Silvery Marmoset,"Alter Do Chao, Brazil",Forest_Wetland_Savanna,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,6,1,wp,MF,MF,0.666666667,groups,one,none,AR,0.33,0.36,0.35,NA,NA,NA,42.87,NA,NA,NA,7.28,NA,NA,NA,NA,NA,0.333333333,1,Ceboidea,Primates,Cebidae,Mico
571,sp,Microcebus_murinus,Gray Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal,NA,NA,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,NA,wp,solitary,solitary,1,solitary,one,none,AR,0.063,0.0672,0.06,NA,NA,NA,5.7,NA,NA,NA,21.3,NA,NA,NA,NA,NA,0,0,Lemuroidea,Primates,Cheirogaleidae,Microcebus
572,pop,Microcebus_murinus,Gray Mouse Lemur,"Forest reserve of Ankarafantsika, Northwestern Madagascar",Forest,0,1,closed,1,Nocturnal,NA,NA,4,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,2,wp,solitary,solitary,1,solitary,one,none,AR,0.063,0.0672,0.06,NA,NA,NA,5.7,NA,NA,NA,21.3,NA,NA,NA,NA,NA,0,0,Lemuroidea,Primates,Cheirogaleidae,Microcebus
